"","Cell","Batch","Group","ExpLibSize"
"Cell4159","Cell4159","Batch1","Group9",70062.4778694369
"Cell4160","Cell4160","Batch1","Group1",51669.3148020512
"Cell4161","Cell4161","Batch1","Group8",58992.9940183156
"Cell4162","Cell4162","Batch1","Group6",66479.0186105524
"Cell4163","Cell4163","Batch1","Group8",71274.0337731139
"Cell4164","Cell4164","Batch1","Group2",63915.9035151205
"Cell4165","Cell4165","Batch1","Group8",54878.2363811271
"Cell4166","Cell4166","Batch1","Group9",64446.0878679038
"Cell4167","Cell4167","Batch1","Group6",70825.0634749653
"Cell4168","Cell4168","Batch1","Group3",46291.503470556
"Cell4169","Cell4169","Batch1","Group8",63555.4462630999
"Cell4170","Cell4170","Batch1","Group8",75267.9484818253
"Cell4171","Cell4171","Batch1","Group7",36053.3420342772
"Cell4172","Cell4172","Batch1","Group3",67178.6301278517
"Cell4173","Cell4173","Batch1","Group2",62884.2528543236
"Cell4174","Cell4174","Batch1","Group6",78319.6249766203
"Cell4175","Cell4175","Batch1","Group3",73724.0378880013
"Cell4176","Cell4176","Batch1","Group4",63530.5834345574
"Cell4177","Cell4177","Batch1","Group5",65421.4062607957
"Cell4178","Cell4178","Batch1","Group6",74300.9703644536
"Cell4179","Cell4179","Batch1","Group7",52807.5788822047
"Cell4180","Cell4180","Batch1","Group4",57267.6242544464
"Cell4181","Cell4181","Batch1","Group9",56066.7777275575
"Cell4182","Cell4182","Batch1","Group3",50864.2110132419
"Cell4183","Cell4183","Batch1","Group8",64486.5513076279
"Cell4184","Cell4184","Batch1","Group7",60641.2466868613
"Cell4185","Cell4185","Batch1","Group10",74847.6601137321
"Cell4186","Cell4186","Batch1","Group3",42327.3062123183
"Cell4187","Cell4187","Batch1","Group3",51581.5109739334
"Cell4188","Cell4188","Batch1","Group5",65232.9972846895
"Cell4189","Cell4189","Batch1","Group6",89461.7785718926
"Cell4190","Cell4190","Batch1","Group5",65342.3233345319
"Cell4191","Cell4191","Batch1","Group2",56597.4932720558
"Cell4192","Cell4192","Batch1","Group4",46341.830828459
"Cell4193","Cell4193","Batch1","Group10",57704.9303352989
"Cell4194","Cell4194","Batch1","Group1",78717.2097370664
"Cell4195","Cell4195","Batch1","Group4",50200.0147567967
"Cell4196","Cell4196","Batch1","Group2",54801.0948434145
"Cell4197","Cell4197","Batch1","Group4",88943.5371280313
"Cell4198","Cell4198","Batch1","Group10",71092.1267408125
"Cell4199","Cell4199","Batch1","Group1",60014.0479833109
"Cell4200","Cell4200","Batch1","Group3",68905.1700672048
"Cell4201","Cell4201","Batch1","Group9",84159.7669441446
"Cell4202","Cell4202","Batch1","Group2",57012.9823035633
"Cell4203","Cell4203","Batch1","Group3",65929.4129904894
"Cell4204","Cell4204","Batch1","Group6",65540.8111405749
"Cell4205","Cell4205","Batch1","Group8",71600.5785789553
"Cell4206","Cell4206","Batch1","Group1",45931.0959328796
"Cell4207","Cell4207","Batch1","Group3",53051.5295222821
"Cell4208","Cell4208","Batch1","Group1",60281.5523117335
"Cell4209","Cell4209","Batch1","Group7",70909.3436679992
"Cell4210","Cell4210","Batch1","Group7",45954.2466466502
"Cell4211","Cell4211","Batch1","Group10",74398.0945933357
"Cell4212","Cell4212","Batch1","Group4",49960.2561492805
"Cell4213","Cell4213","Batch1","Group1",74688.6153194243
"Cell4214","Cell4214","Batch1","Group1",52156.6505300517
"Cell4215","Cell4215","Batch1","Group8",51497.9010074291
"Cell4216","Cell4216","Batch1","Group6",65761.2143254064
"Cell4217","Cell4217","Batch1","Group9",49522.8390152189
"Cell4218","Cell4218","Batch1","Group3",60564.2292991995
"Cell4219","Cell4219","Batch1","Group4",59135.5606112661
"Cell4220","Cell4220","Batch1","Group2",41536.5122283288
"Cell4221","Cell4221","Batch1","Group4",46667.6687489705
"Cell4222","Cell4222","Batch1","Group4",62746.3877822029
"Cell4223","Cell4223","Batch1","Group4",49301.2655760011
"Cell4224","Cell4224","Batch1","Group1",51659.8553385025
"Cell4225","Cell4225","Batch1","Group10",59212.1807958114
"Cell4226","Cell4226","Batch1","Group10",50328.623463322
"Cell4227","Cell4227","Batch1","Group2",77022.835369006
"Cell4228","Cell4228","Batch1","Group9",39513.308434479
"Cell4229","Cell4229","Batch1","Group4",74053.4267310574
"Cell4230","Cell4230","Batch1","Group2",73858.7767061887
"Cell4231","Cell4231","Batch1","Group1",46950.8041765381
"Cell4232","Cell4232","Batch1","Group5",75251.054992522
"Cell4233","Cell4233","Batch1","Group8",39897.7405450405
"Cell4234","Cell4234","Batch1","Group10",47699.4151861895
"Cell4235","Cell4235","Batch1","Group2",55037.3237433708
"Cell4236","Cell4236","Batch1","Group5",76205.1894848203
"Cell4237","Cell4237","Batch1","Group7",52387.7097463788
"Cell4238","Cell4238","Batch1","Group4",47955.3454102643
"Cell4239","Cell4239","Batch1","Group5",51366.2203900775
"Cell4240","Cell4240","Batch1","Group7",78450.2152313533
"Cell4241","Cell4241","Batch1","Group9",72911.002644467
"Cell4242","Cell4242","Batch1","Group4",45449.8089156091
"Cell4243","Cell4243","Batch1","Group3",46583.5599792351
"Cell4244","Cell4244","Batch1","Group5",55141.9551926857
"Cell4245","Cell4245","Batch1","Group1",56036.3788649215
"Cell4246","Cell4246","Batch1","Group1",61001.4189316602
"Cell4247","Cell4247","Batch1","Group7",51819.2942231737
"Cell4248","Cell4248","Batch1","Group9",59468.9377222063
"Cell4249","Cell4249","Batch1","Group1",57698.7050059157
"Cell4250","Cell4250","Batch1","Group10",58140.4068619858
"Cell4251","Cell4251","Batch1","Group5",62154.4224138341
"Cell4252","Cell4252","Batch1","Group7",56862.5250531457
"Cell4253","Cell4253","Batch1","Group7",56405.9613637186
"Cell4254","Cell4254","Batch1","Group5",37462.7190671
"Cell4255","Cell4255","Batch1","Group4",44528.0449933867
"Cell4256","Cell4256","Batch1","Group1",57659.1919429918
"Cell4257","Cell4257","Batch1","Group7",45948.574437834
"Cell4258","Cell4258","Batch1","Group2",48788.3356072465
"Cell4259","Cell4259","Batch1","Group6",62160.4265696385
"Cell4260","Cell4260","Batch1","Group1",43200.1721925251
"Cell4261","Cell4261","Batch1","Group5",58373.0014773937
"Cell4262","Cell4262","Batch1","Group6",44912.3536659366
"Cell4263","Cell4263","Batch1","Group9",42153.0566809025
"Cell4264","Cell4264","Batch1","Group2",63759.5800650784
"Cell4265","Cell4265","Batch1","Group9",66627.640851589
"Cell4266","Cell4266","Batch1","Group3",67589.4305237317
"Cell4267","Cell4267","Batch1","Group2",57999.6323225803
"Cell4268","Cell4268","Batch1","Group5",50753.9853917034
"Cell4269","Cell4269","Batch1","Group2",52069.3119201096
"Cell4270","Cell4270","Batch1","Group1",67137.6289428689
"Cell4271","Cell4271","Batch1","Group9",41775.938987718
"Cell4272","Cell4272","Batch1","Group6",74209.2590902024
"Cell4273","Cell4273","Batch1","Group2",70181.2581840075
"Cell4274","Cell4274","Batch1","Group2",60091.4131378662
"Cell4275","Cell4275","Batch1","Group10",68807.5412341562
"Cell4276","Cell4276","Batch1","Group5",83413.5492950471
"Cell4277","Cell4277","Batch1","Group7",71503.7616390684
"Cell4278","Cell4278","Batch1","Group3",73450.6447680647
"Cell4279","Cell4279","Batch1","Group6",44875.7354990077
"Cell4280","Cell4280","Batch1","Group2",77764.1957851395
"Cell4281","Cell4281","Batch1","Group2",46349.4900964833
"Cell4282","Cell4282","Batch1","Group4",54920.3327974598
"Cell4283","Cell4283","Batch1","Group4",60158.3703380351
"Cell4284","Cell4284","Batch1","Group2",67941.6303677502
"Cell4285","Cell4285","Batch1","Group9",54758.1830214601
"Cell4286","Cell4286","Batch1","Group1",74524.8288067265
"Cell4287","Cell4287","Batch1","Group10",61925.8544454964
"Cell4288","Cell4288","Batch1","Group8",48815.8834215169
"Cell4289","Cell4289","Batch1","Group3",55176.2444827544
"Cell4290","Cell4290","Batch1","Group9",54578.2484370179
"Cell4291","Cell4291","Batch1","Group10",71734.4014543463
"Cell4292","Cell4292","Batch1","Group3",52104.664584087
"Cell4293","Cell4293","Batch1","Group10",52108.7305818087
"Cell4294","Cell4294","Batch1","Group1",61250.1678672627
"Cell4295","Cell4295","Batch1","Group2",37991.9702227728
"Cell4296","Cell4296","Batch1","Group8",64558.1024953294
"Cell4297","Cell4297","Batch1","Group5",54526.5756426008
"Cell4298","Cell4298","Batch1","Group3",80043.4822338387
"Cell4299","Cell4299","Batch1","Group7",42761.6981902493
"Cell4300","Cell4300","Batch1","Group6",67267.5103008006
"Cell4301","Cell4301","Batch1","Group5",65770.3222735067
"Cell4302","Cell4302","Batch1","Group5",68701.0966224363
"Cell4303","Cell4303","Batch1","Group4",83632.6718926419
"Cell4304","Cell4304","Batch1","Group1",61971.6702683465
"Cell4305","Cell4305","Batch1","Group8",52403.7079042622
"Cell4306","Cell4306","Batch1","Group6",46836.4594144268
"Cell4307","Cell4307","Batch1","Group7",59936.6187769292
"Cell4308","Cell4308","Batch1","Group10",48711.0582754883
"Cell4309","Cell4309","Batch1","Group1",58784.0065094808
"Cell4310","Cell4310","Batch1","Group7",71737.8996777238
"Cell4311","Cell4311","Batch1","Group4",52134.8109992732
"Cell4312","Cell4312","Batch1","Group5",51815.6640938268
"Cell4313","Cell4313","Batch1","Group7",43215.3522269091
"Cell4314","Cell4314","Batch1","Group6",55787.679657851
"Cell4315","Cell4315","Batch1","Group3",45949.5281996743
"Cell4316","Cell4316","Batch1","Group3",68039.5964720962
"Cell4317","Cell4317","Batch1","Group3",51922.515359143
"Cell4318","Cell4318","Batch1","Group5",73538.9620399728
"Cell4319","Cell4319","Batch1","Group5",66417.2213708017
"Cell4320","Cell4320","Batch1","Group2",52497.6298539742
"Cell4321","Cell4321","Batch1","Group9",81642.7729682756
"Cell4322","Cell4322","Batch1","Group5",62217.2736215445
"Cell4323","Cell4323","Batch1","Group1",48144.3921315753
"Cell4324","Cell4324","Batch1","Group5",61883.0937442856
"Cell4325","Cell4325","Batch1","Group5",61761.9556538023
"Cell4326","Cell4326","Batch1","Group6",54239.774954564
"Cell4327","Cell4327","Batch1","Group4",56083.0032606474
"Cell4328","Cell4328","Batch1","Group1",49006.8824836994
"Cell4329","Cell4329","Batch1","Group8",42243.4024401956
"Cell4330","Cell4330","Batch1","Group7",50520.7484839961
"Cell4331","Cell4331","Batch1","Group10",47100.4148856657
"Cell4332","Cell4332","Batch1","Group2",48678.8483913838
"Cell4333","Cell4333","Batch1","Group9",63673.7045337692
"Cell4334","Cell4334","Batch1","Group10",47241.9223651236
"Cell4335","Cell4335","Batch1","Group6",44292.9231592419
"Cell4336","Cell4336","Batch1","Group5",60472.1899634731
"Cell4337","Cell4337","Batch1","Group2",61564.5207382402
"Cell4338","Cell4338","Batch1","Group1",87194.2737613637
"Cell4339","Cell4339","Batch1","Group4",52974.2725331677
"Cell4340","Cell4340","Batch1","Group7",61446.3500484986
"Cell4341","Cell4341","Batch1","Group10",75289.8286177785
"Cell4342","Cell4342","Batch1","Group1",49380.5896821439
"Cell4343","Cell4343","Batch1","Group10",54219.9103817354
"Cell4344","Cell4344","Batch1","Group6",62894.9147913887
"Cell4345","Cell4345","Batch1","Group3",63536.8154957814
"Cell4346","Cell4346","Batch1","Group4",95579.5320055579
"Cell4347","Cell4347","Batch1","Group7",56152.1346837285
"Cell4348","Cell4348","Batch1","Group1",83367.5272639474
"Cell4349","Cell4349","Batch1","Group4",46635.3244454208
"Cell4350","Cell4350","Batch1","Group2",44007.964772091
"Cell4351","Cell4351","Batch1","Group1",64984.9910158219
"Cell4352","Cell4352","Batch1","Group8",59735.5791444196
"Cell4353","Cell4353","Batch1","Group7",62660.5348868796
"Cell4354","Cell4354","Batch1","Group3",68391.3246342865
"Cell4355","Cell4355","Batch1","Group2",64065.9868983497
"Cell4356","Cell4356","Batch1","Group10",65755.588280853
"Cell4357","Cell4357","Batch1","Group8",53844.9525445175
"Cell4358","Cell4358","Batch1","Group8",61212.7883658908
"Cell4359","Cell4359","Batch1","Group5",49693.089106942
"Cell4360","Cell4360","Batch1","Group5",53035.0670148547
"Cell4361","Cell4361","Batch1","Group5",65490.5518935512
"Cell4362","Cell4362","Batch1","Group3",52314.2311878878
"Cell4363","Cell4363","Batch1","Group8",65707.9944479457
"Cell4364","Cell4364","Batch1","Group10",48960.462916919
"Cell4365","Cell4365","Batch1","Group10",51267.9981584697
"Cell4366","Cell4366","Batch1","Group3",53098.3613986273
"Cell4367","Cell4367","Batch1","Group3",64810.6953501058
"Cell4368","Cell4368","Batch1","Group4",57215.6293726849
"Cell4369","Cell4369","Batch1","Group1",54691.0013503368
"Cell4370","Cell4370","Batch1","Group8",72638.3673370401
"Cell4371","Cell4371","Batch1","Group10",49601.8327795928
"Cell4372","Cell4372","Batch1","Group9",67666.2581059812
"Cell4373","Cell4373","Batch1","Group2",59584.7032130573
"Cell4374","Cell4374","Batch1","Group2",53535.7057801952
"Cell4375","Cell4375","Batch1","Group2",49515.9682070512
"Cell4376","Cell4376","Batch1","Group7",66566.9125881364
"Cell4377","Cell4377","Batch1","Group6",51090.7869846812
"Cell4378","Cell4378","Batch1","Group3",68754.8848949895
"Cell4379","Cell4379","Batch1","Group5",80484.6632655416
"Cell4380","Cell4380","Batch1","Group4",41455.2547357429
"Cell4381","Cell4381","Batch1","Group8",73370.653847643
"Cell4382","Cell4382","Batch1","Group1",53472.3407430284
"Cell4383","Cell4383","Batch1","Group9",65631.961397712
"Cell4384","Cell4384","Batch1","Group10",49250.1567661967
"Cell4385","Cell4385","Batch1","Group2",57455.862229655
"Cell4386","Cell4386","Batch1","Group6",45248.3367836184
"Cell4387","Cell4387","Batch1","Group10",59894.4841158295
"Cell4388","Cell4388","Batch1","Group3",54643.677393802
"Cell4389","Cell4389","Batch1","Group5",66029.5084953502
"Cell4390","Cell4390","Batch1","Group8",59734.2871218865
"Cell4391","Cell4391","Batch1","Group6",66395.9141257916
"Cell4392","Cell4392","Batch1","Group1",79088.7788137764
"Cell4393","Cell4393","Batch1","Group1",68815.4637529448
"Cell4394","Cell4394","Batch1","Group10",68725.3830183803
"Cell4395","Cell4395","Batch1","Group1",64071.4826542544
"Cell4396","Cell4396","Batch1","Group8",52359.5671914242
"Cell4397","Cell4397","Batch1","Group6",69160.9935396583
"Cell4398","Cell4398","Batch1","Group7",67357.5825093236
"Cell4399","Cell4399","Batch1","Group7",59932.5947133533
"Cell4400","Cell4400","Batch1","Group10",40590.9527870105
"Cell4401","Cell4401","Batch1","Group4",70518.1349968517
"Cell4402","Cell4402","Batch1","Group10",48565.8561348378
"Cell4403","Cell4403","Batch1","Group5",51255.363872009
"Cell4404","Cell4404","Batch1","Group9",55054.9139859505
"Cell4405","Cell4405","Batch1","Group1",53086.8255578456
"Cell4406","Cell4406","Batch1","Group4",50251.7102966073
"Cell4407","Cell4407","Batch1","Group9",64862.3509007449
"Cell4408","Cell4408","Batch1","Group2",52670.916846416
"Cell4409","Cell4409","Batch1","Group9",60999.0167069494
"Cell4410","Cell4410","Batch1","Group4",64021.3920105397
"Cell4411","Cell4411","Batch1","Group5",58703.6350674607
"Cell4412","Cell4412","Batch1","Group1",56040.0418054071
"Cell4413","Cell4413","Batch1","Group10",78820.0195112482
"Cell4414","Cell4414","Batch1","Group6",61257.7464762109
"Cell4415","Cell4415","Batch1","Group10",48777.756860901
"Cell4416","Cell4416","Batch1","Group4",64125.8531994957
"Cell4417","Cell4417","Batch1","Group7",41094.8084203893
"Cell4418","Cell4418","Batch1","Group2",54057.9774381039
"Cell4419","Cell4419","Batch1","Group5",59046.4935794344
"Cell4420","Cell4420","Batch1","Group4",77757.6811516945
"Cell4421","Cell4421","Batch1","Group4",57577.5527673836
"Cell4422","Cell4422","Batch1","Group4",58230.9577552778
"Cell4423","Cell4423","Batch1","Group3",37908.4430042256
"Cell4424","Cell4424","Batch1","Group4",60300.9215995523
"Cell4425","Cell4425","Batch1","Group2",49179.1858490143
"Cell4426","Cell4426","Batch1","Group7",50731.4721713032
"Cell4427","Cell4427","Batch1","Group4",64639.6025712663
"Cell4428","Cell4428","Batch1","Group6",49586.9078194882
"Cell4429","Cell4429","Batch1","Group8",72746.1857993211
"Cell4430","Cell4430","Batch1","Group10",57331.382881547
"Cell4431","Cell4431","Batch1","Group5",54962.8862199165
"Cell4432","Cell4432","Batch1","Group2",65490.9355037575
"Cell4433","Cell4433","Batch1","Group9",65733.3432114652
"Cell4434","Cell4434","Batch1","Group2",66787.5210250891
"Cell4435","Cell4435","Batch1","Group8",91011.0564608083
"Cell4436","Cell4436","Batch1","Group3",58997.0878194094
"Cell4437","Cell4437","Batch1","Group4",48362.4440146333
"Cell4438","Cell4438","Batch1","Group6",60183.4454315725
"Cell4439","Cell4439","Batch1","Group7",50928.5857411319
"Cell4440","Cell4440","Batch1","Group1",46635.2269024499
"Cell4441","Cell4441","Batch1","Group8",112887.583677683
"Cell4442","Cell4442","Batch1","Group1",54919.9147482763
"Cell4443","Cell4443","Batch1","Group4",76682.6754189515
"Cell4444","Cell4444","Batch1","Group5",53675.5165599421
"Cell4445","Cell4445","Batch1","Group1",49069.5389490398
"Cell4446","Cell4446","Batch1","Group4",64777.9910463398
"Cell4447","Cell4447","Batch1","Group10",56946.3058788232
"Cell4448","Cell4448","Batch1","Group10",70023.7348532916
"Cell4449","Cell4449","Batch1","Group5",76170.996484372
"Cell4450","Cell4450","Batch1","Group8",76251.8474361611
"Cell4451","Cell4451","Batch1","Group8",58703.4248120084
"Cell4452","Cell4452","Batch1","Group5",53802.2155743161
"Cell4453","Cell4453","Batch1","Group1",60842.70427007
"Cell4454","Cell4454","Batch1","Group6",65366.9918519554
"Cell4455","Cell4455","Batch1","Group6",49147.849245279
"Cell4456","Cell4456","Batch1","Group10",58073.5910428255
"Cell4457","Cell4457","Batch1","Group6",70310.1828909963
"Cell4458","Cell4458","Batch1","Group6",44877.9977939072
"Cell4459","Cell4459","Batch1","Group2",81651.9991785017
"Cell4460","Cell4460","Batch1","Group7",55419.3929364061
"Cell4461","Cell4461","Batch1","Group6",68825.5490795762
"Cell4462","Cell4462","Batch1","Group9",45056.5454088691
"Cell4463","Cell4463","Batch1","Group7",57334.5996010739
"Cell4464","Cell4464","Batch1","Group4",48535.8345305346
"Cell4465","Cell4465","Batch1","Group3",74432.1608659399
"Cell4466","Cell4466","Batch1","Group2",49163.9315546772
"Cell4467","Cell4467","Batch1","Group7",66325.4878433999
"Cell4468","Cell4468","Batch1","Group6",65591.3677059248
"Cell4469","Cell4469","Batch1","Group3",50402.5451274344
"Cell4470","Cell4470","Batch1","Group10",68395.2371428893
"Cell4471","Cell4471","Batch1","Group9",71969.2020580964
"Cell4472","Cell4472","Batch1","Group6",59119.0658332314
"Cell4473","Cell4473","Batch1","Group7",46849.5592797137
"Cell4474","Cell4474","Batch1","Group9",84845.6836801717
"Cell4475","Cell4475","Batch1","Group6",51789.1133855355
"Cell4476","Cell4476","Batch1","Group4",81120.8232193287
"Cell4477","Cell4477","Batch1","Group8",75548.9644827865
"Cell4478","Cell4478","Batch1","Group3",50706.4903639902
"Cell4479","Cell4479","Batch1","Group3",66558.804550311
"Cell4480","Cell4480","Batch1","Group8",73743.8863574089
"Cell4481","Cell4481","Batch1","Group5",60184.9152826629
